candidate_id,source_id,goal,feasibility_kind,pass,policy_loaded,normalized_state_sha256,normalization_action_sha256,proposal_execution_mode,proposal_attempt_count,proposal_success_count,factorized_placement_action_count,factorized_result_file_sha256
stagea__drawer-closed__possession-grasped__locus-drawer-side__support-demonstration-near__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,5142bb64069e94b806f624684d2767c263ee91e19fb5ea6230ec5d313b304ed2,195c592f88a1ea659f176878def9d5751b2c546b182a37d5975c522545df5be6,full_trajectory_replay,46,34,,
stagea__drawer-closed__possession-grasped__locus-drawer-side__support-demonstration-near__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,5142bb64069e94b806f624684d2767c263ee91e19fb5ea6230ec5d313b304ed2,195c592f88a1ea659f176878def9d5751b2c546b182a37d5975c522545df5be6,full_trajectory_replay,36,27,,
stagea__drawer-closed__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,e40029af1844e8c9ddbfc138429c04cd4ee0a9b99e338951308c73f15db3df0f,9365dae97d599580feb5f25c318f8afd7eb7e170d509383efc182483bddfde88,full_trajectory_replay,46,17,,
stagea__drawer-closed__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,e40029af1844e8c9ddbfc138429c04cd4ee0a9b99e338951308c73f15db3df0f,9365dae97d599580feb5f25c318f8afd7eb7e170d509383efc182483bddfde88,full_trajectory_replay,36,11,,
stagea__drawer-closed__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,cc3b08ac59b899cd1822cfdc0f50ce570272463904563880d9cceef44cffb869,2224ca63a445e4996e535e034bc05a395ed88c9658f070e38a93ca5644b24f9d,full_trajectory_replay,46,34,,
stagea__drawer-closed__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,cc3b08ac59b899cd1822cfdc0f50ce570272463904563880d9cceef44cffb869,2224ca63a445e4996e535e034bc05a395ed88c9658f070e38a93ca5644b24f9d,full_trajectory_replay,36,26,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,0333f62ed4b27dc89482df801460d8e36870e698778c5d3389f811b5b214cf8f,e2b9c35b0bd063b25809a9db5e92d227566f2b4b95548de9959401d445242975,full_trajectory_replay,46,23,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,0333f62ed4b27dc89482df801460d8e36870e698778c5d3389f811b5b214cf8f,e2b9c35b0bd063b25809a9db5e92d227566f2b4b95548de9959401d445242975,full_trajectory_replay,36,14,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,1d0671d15c8853f57bdb8412e7609dda59c8baacf0f66b211906d166e9870acb,3c4ea0a0fe89f53688c517a86a0e6f9e3731822a2f48b5ea0c84fee05f64859e,full_trajectory_replay,46,36,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,1d0671d15c8853f57bdb8412e7609dda59c8baacf0f66b211906d166e9870acb,3c4ea0a0fe89f53688c517a86a0e6f9e3731822a2f48b5ea0c84fee05f64859e,full_trajectory_replay,36,28,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,8d43ad89a0881748bf93fc08feea792bc23cbb2dcf3f1d706c31baea63564a3e,ce4b30469a721f86a8950a902181a8a37b4b2f69752ff4263402e42449f0155c,full_trajectory_replay,46,24,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,8d43ad89a0881748bf93fc08feea792bc23cbb2dcf3f1d706c31baea63564a3e,ce4b30469a721f86a8950a902181a8a37b4b2f69752ff4263402e42449f0155c,full_trajectory_replay,36,14,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,37e71edf5c0eb20013330f0cb7d9141520b894a1968616e280c541a4e0e0a2a4,8107380a626d0233f2bf103588aa3610bbadc2059f3293eda17f5c97d51d83ba,full_trajectory_replay,46,39,,
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,37e71edf5c0eb20013330f0cb7d9141520b894a1968616e280c541a4e0e0a2a4,8107380a626d0233f2bf103588aa3610bbadc2059f3293eda17f5c97d51d83ba,full_trajectory_replay,36,28,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,76795a3167eabb72113f508d24dec82b9c553812b0ba89616b691084ca530efc,48b83f87c4a2f8ddb3a54601c2ced123962276748ccc30f3fbe7d22f238716b7,full_trajectory_replay,46,24,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,76795a3167eabb72113f508d24dec82b9c553812b0ba89616b691084ca530efc,48b83f87c4a2f8ddb3a54601c2ced123962276748ccc30f3fbe7d22f238716b7,full_trajectory_replay,36,14,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,7ddfd20428e9d96eec424deb24190b678453674416172c0e45e72d861d5d634b,abc33e36189fcc8fdd49a92385ab7d11c891888b156fe48a8198d09f6f49a24b,full_trajectory_replay,46,38,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,7ddfd20428e9d96eec424deb24190b678453674416172c0e45e72d861d5d634b,abc33e36189fcc8fdd49a92385ab7d11c891888b156fe48a8198d09f6f49a24b,full_trajectory_replay,36,26,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,0e298f9c5539287a4aee308f00d06fae0435db5369802b3677455b0e2eebb113,b96f861013e2f9d5c3e39385a8d3de4c70005ba6f8e9d47512751ded7ccd5018,full_trajectory_replay,46,23,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,0e298f9c5539287a4aee308f00d06fae0435db5369802b3677455b0e2eebb113,b96f861013e2f9d5c3e39385a8d3de4c70005ba6f8e9d47512751ded7ccd5018,full_trajectory_replay,36,13,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,8f52a6416fc79bbfccbb28ae82c754afd031fe6339706667d0e14ac6647e3686,a26d8bdc5f04b21216007ab75faede6e7853e6edf96789046cd2a1b45110bca8,full_trajectory_replay,46,40,,
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,8f52a6416fc79bbfccbb28ae82c754afd031fe6339706667d0e14ac6647e3686,a26d8bdc5f04b21216007ab75faede6e7853e6edf96789046cd2a1b45110bca8,full_trajectory_replay,36,28,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-a,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,ae5815ecb923df0740a6153f06904ee79c36b79f883e0c66291f910e7afcbcee,f4782f0731d2872353c5313422be96ef3c89b5d0c75ef3c0031962bcc608f94a,action_intrinsic_pregrasp_bowl_registered_v1,46,1,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-a,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,ae5815ecb923df0740a6153f06904ee79c36b79f883e0c66291f910e7afcbcee,f4782f0731d2872353c5313422be96ef3c89b5d0c75ef3c0031962bcc608f94a,action_intrinsic_pregrasp_bowl_registered_v1,36,11,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-b,v31_open_hard_pair,cabinet,successful_proposal_ledger_v1,True,False,2eb4b0d22aa9aafa4e19e49edc4e8e4d35082c32e16409c923c038c7f5c704f1,5dd1142170aaa57609e190bc4f35b6ba32703fe4e13f056051251bd72f19f02e,full_trajectory_replay,46,1,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-b,v31_open_hard_pair,drawer,successful_proposal_ledger_v1,True,False,2eb4b0d22aa9aafa4e19e49edc4e8e4d35082c32e16409c923c038c7f5c704f1,5dd1142170aaa57609e190bc4f35b6ba32703fe4e13f056051251bd72f19f02e,full_trajectory_replay,36,2,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-a,v38_factorized_promotion,cabinet,factorized_policy_free_path_v1,True,False,b9290a991e8d36ef8a048fa7a8ab441bd64948751991439ed382b4daf0eca5dc,aa90567f5fb0ddb14ec8c006f8d31cbce56dfc7b33373b43b3ad1a01f8ac284d,action_intrinsic_pregrasp_bowl_registered_v1,46,0,204.0,f8283663b953e97ac62afef0c6685c6c4e1a1b373b83a45845dc6ef29614c26c
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-a,v38_factorized_promotion,drawer,successful_proposal_ledger_v1,True,False,b9290a991e8d36ef8a048fa7a8ab441bd64948751991439ed382b4daf0eca5dc,aa90567f5fb0ddb14ec8c006f8d31cbce56dfc7b33373b43b3ad1a01f8ac284d,action_intrinsic_pregrasp_bowl_registered_v1,36,10,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-b,v31_open_hard_pair,cabinet,successful_proposal_ledger_v1,True,False,fcc91d98e8100c404c25cc4158b04aa61260d4049131e80556a7d336b0552c5c,f2474a7abaa38c4fd9f2212c429dc0497093bafb613fe8ddf7feac6472769e4c,full_trajectory_replay,46,1,,
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-b,v31_open_hard_pair,drawer,successful_proposal_ledger_v1,True,False,fcc91d98e8100c404c25cc4158b04aa61260d4049131e80556a7d336b0552c5c,f2474a7abaa38c4fd9f2212c429dc0497093bafb613fe8ddf7feac6472769e4c,full_trajectory_replay,36,1,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-a,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,29c7cc9606a36dcc6a1928593c56a43778c780c828943dd24b8c14635e94ffdc,bb764703f6daa1e67446da28928478685d3ecb79fe9269b8bcb5a55abbed811f,action_intrinsic_pregrasp_bowl_registered_v1,46,1,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-a,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,29c7cc9606a36dcc6a1928593c56a43778c780c828943dd24b8c14635e94ffdc,bb764703f6daa1e67446da28928478685d3ecb79fe9269b8bcb5a55abbed811f,action_intrinsic_pregrasp_bowl_registered_v1,36,12,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-b,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,b4d811ca95f554277a41e9bd4efeb9db6aec942ad293277a088832c9040645fa,7187adea29c58e908b6cbdfdd8c8b9bc8278fff56f17988abade8675fe4cfb63,action_intrinsic_pregrasp_bowl_registered_v1,46,2,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-b,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,b4d811ca95f554277a41e9bd4efeb9db6aec942ad293277a088832c9040645fa,7187adea29c58e908b6cbdfdd8c8b9bc8278fff56f17988abade8675fe4cfb63,action_intrinsic_pregrasp_bowl_registered_v1,36,7,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-a,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,e01e1ab4e9e3b1ad00ce321f3b6cb67649ee133f1d66627b18de93dbe1fa5ef2,e5a0cfb5cf78da979f37b85f0ab23f67017e39ddaf98819b06e9e933b824b340,action_intrinsic_pregrasp_bowl_registered_v1,46,1,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-a,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,e01e1ab4e9e3b1ad00ce321f3b6cb67649ee133f1d66627b18de93dbe1fa5ef2,e5a0cfb5cf78da979f37b85f0ab23f67017e39ddaf98819b06e9e933b824b340,action_intrinsic_pregrasp_bowl_registered_v1,36,10,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-b,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,dbf230123a9d800f18146c7d1a94c0800f89135e0515810860acdc4565376bfe,44829bc71e2294b11610cb13cf438bfc49475ea63aaffbb2b07b5f7922cd52b0,action_intrinsic_pregrasp_bowl_registered_v1,46,2,,
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-b,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,dbf230123a9d800f18146c7d1a94c0800f89135e0515810860acdc4565376bfe,44829bc71e2294b11610cb13cf438bfc49475ea63aaffbb2b07b5f7922cd52b0,action_intrinsic_pregrasp_bowl_registered_v1,36,8,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-a,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,4beda379809b96d4a1eec82c742aa7f818e892ea61e666cb33a0b0a8147874d4,2a9f1a8baa86ac0a9182b5ab925ec96d6a40d1d679fbfb2673a0e12e0fe8c7b3,action_intrinsic_pregrasp_bowl_registered_v1,46,1,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-a,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,4beda379809b96d4a1eec82c742aa7f818e892ea61e666cb33a0b0a8147874d4,2a9f1a8baa86ac0a9182b5ab925ec96d6a40d1d679fbfb2673a0e12e0fe8c7b3,action_intrinsic_pregrasp_bowl_registered_v1,36,10,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,8d6749f74112e31ba612a079fb0a61a625ad1f859df7d338386dc2395839ae97,ef20f726d8f3b2cfb2f720095a13c8f50acda61b0c3d287a6643caa78c2e3eee,action_intrinsic_pregrasp_bowl_registered_v1,46,4,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,8d6749f74112e31ba612a079fb0a61a625ad1f859df7d338386dc2395839ae97,ef20f726d8f3b2cfb2f720095a13c8f50acda61b0c3d287a6643caa78c2e3eee,action_intrinsic_pregrasp_bowl_registered_v1,36,9,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,c9895bd12364ec62627528a8aa81e67bb99858e6fe1de3ff77f3cfa08f0cc3a8,40e5ca6314303e67cff9e23499865ff0bd582c50855def7db4426844ab3c2737,action_intrinsic_pregrasp_bowl_registered_v1,46,1,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,c9895bd12364ec62627528a8aa81e67bb99858e6fe1de3ff77f3cfa08f0cc3a8,40e5ca6314303e67cff9e23499865ff0bd582c50855def7db4426844ab3c2737,action_intrinsic_pregrasp_bowl_registered_v1,36,10,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,3be2848c499a56b06417b63d9c8463e6334ddd961d2a0269d46e0f6085fcadd7,71cd66a28d9e8db0edd56ab2bee3aee16f5b8bf64bcbd9f9574a70c15cb6d33e,action_intrinsic_pregrasp_bowl_registered_v1,46,4,,
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,3be2848c499a56b06417b63d9c8463e6334ddd961d2a0269d46e0f6085fcadd7,71cd66a28d9e8db0edd56ab2bee3aee16f5b8bf64bcbd9f9574a70c15cb6d33e,action_intrinsic_pregrasp_bowl_registered_v1,36,8,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v34_open_completion,cabinet,successful_proposal_ledger_v1,True,False,1a197793b93f9ff541867ad66045ec810a66144b8e94f2960809d68a2d35e84a,94b142f244ec3f011fe9294fb57554e418889073d4cdde7bf228e576c16a8229,action_intrinsic_pregrasp_phase_continuation_v2,46,1,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v34_open_completion,drawer,successful_proposal_ledger_v1,True,False,1a197793b93f9ff541867ad66045ec810a66144b8e94f2960809d68a2d35e84a,94b142f244ec3f011fe9294fb57554e418889073d4cdde7bf228e576c16a8229,action_intrinsic_pregrasp_phase_continuation_v2,36,10,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,43226d971e591eccff7f01945688ae15a4202b9170120bd32ba0994809111df6,df46ae3a35bd95e4ffb17e0f868d63af0a8875a773332a511565642d8dca984b,action_intrinsic_pregrasp_bowl_registered_v1,46,5,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,43226d971e591eccff7f01945688ae15a4202b9170120bd32ba0994809111df6,df46ae3a35bd95e4ffb17e0f868d63af0a8875a773332a511565642d8dca984b,action_intrinsic_pregrasp_phase_continuation_v2,36,18,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,818f7f665ee4d688073f9b3357a6162594be791fea400b27fe281613a6bf947c,366b034fd662fb40e170e3a048b3318ed2cfc2e5fef415c793ab34763f60d1bf,action_intrinsic_pregrasp_bowl_registered_v1,46,1,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,818f7f665ee4d688073f9b3357a6162594be791fea400b27fe281613a6bf947c,366b034fd662fb40e170e3a048b3318ed2cfc2e5fef415c793ab34763f60d1bf,action_intrinsic_pregrasp_bowl_registered_v1,36,11,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,9111df1eff410402e943b2c666e9bbe354e39f95b82c18e3dc90fd313d36d4be,fce1ef2baef2abac2025d5b5c2c0ee96489753dae192fbf0f987a68880ef1eb1,action_intrinsic_pregrasp_bowl_registered_v1,46,5,,
stagea__drawer-open__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,9111df1eff410402e943b2c666e9bbe354e39f95b82c18e3dc90fd313d36d4be,fce1ef2baef2abac2025d5b5c2c0ee96489753dae192fbf0f987a68880ef1eb1,action_intrinsic_pregrasp_bowl_registered_v1,36,8,,
