candidate_id,source_id,goal,feasibility_kind,physical_feasible,feasibility_policy_loaded,normalized_state_sha256,normalization_action_sha256,factorized_placement_action_count,factorized_result_file_sha256,proposal_attempt_count,proposal_success_count,selected_proposal_count,wrong_goal_count,unexpected_terminal_count,bridge_evidence_count,bridge_pass_count,proposal_execution_mode,drawer_aperture,possession,transit_locus,support_stratum,layout,state_sha256,proposal_compatible,competence_compatibility_gap
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,1d0671d15c8853f57bdb8412e7609dda59c8baacf0f66b211906d166e9870acb,3c4ea0a0fe89f53688c517a86a0e6f9e3731822a2f48b5ea0c84fee05f64859e,,,36,28,1,0,0,0,0,full_trajectory_replay,closed,on_table,cabinet_side,demonstration_near,B,c4ecd4da7115ef9559b81c106ca607f06424fbdcd46c6779d69374dd332f5aa9,True,False
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,8d43ad89a0881748bf93fc08feea792bc23cbb2dcf3f1d706c31baea63564a3e,ce4b30469a721f86a8950a902181a8a37b4b2f69752ff4263402e42449f0155c,,,46,24,1,0,0,0,0,full_trajectory_replay,closed,on_table,cabinet_side,transverse_low_support,A,6ac4893fe025eee496154ff2643274fc33e173f1fbafd7440f46dedf21c4ef7a,True,False
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,8d43ad89a0881748bf93fc08feea792bc23cbb2dcf3f1d706c31baea63564a3e,ce4b30469a721f86a8950a902181a8a37b4b2f69752ff4263402e42449f0155c,,,36,14,1,0,0,0,0,full_trajectory_replay,closed,on_table,cabinet_side,transverse_low_support,A,6ac4893fe025eee496154ff2643274fc33e173f1fbafd7440f46dedf21c4ef7a,True,False
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,37e71edf5c0eb20013330f0cb7d9141520b894a1968616e280c541a4e0e0a2a4,8107380a626d0233f2bf103588aa3610bbadc2059f3293eda17f5c97d51d83ba,,,46,39,1,0,0,0,0,full_trajectory_replay,closed,on_table,cabinet_side,transverse_low_support,B,6836f658a07359ba58926138629d820b72ff2a54d4a77f111727c31fc7b6de95,True,False
stagea__drawer-closed__possession-on-table__locus-cabinet-side__support-transverse-low-support__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,37e71edf5c0eb20013330f0cb7d9141520b894a1968616e280c541a4e0e0a2a4,8107380a626d0233f2bf103588aa3610bbadc2059f3293eda17f5c97d51d83ba,,,36,28,1,0,0,0,0,full_trajectory_replay,closed,on_table,cabinet_side,transverse_low_support,B,6836f658a07359ba58926138629d820b72ff2a54d4a77f111727c31fc7b6de95,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,76795a3167eabb72113f508d24dec82b9c553812b0ba89616b691084ca530efc,48b83f87c4a2f8ddb3a54601c2ced123962276748ccc30f3fbe7d22f238716b7,,,46,24,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,demonstration_near,A,6e04a992e6eeb9868a6a904d91cbe1029c41de0e3a129366f5a7b6b29848ec4b,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,76795a3167eabb72113f508d24dec82b9c553812b0ba89616b691084ca530efc,48b83f87c4a2f8ddb3a54601c2ced123962276748ccc30f3fbe7d22f238716b7,,,36,14,1,1,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,demonstration_near,A,6e04a992e6eeb9868a6a904d91cbe1029c41de0e3a129366f5a7b6b29848ec4b,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,7ddfd20428e9d96eec424deb24190b678453674416172c0e45e72d861d5d634b,abc33e36189fcc8fdd49a92385ab7d11c891888b156fe48a8198d09f6f49a24b,,,46,38,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,demonstration_near,B,8ab3f8f14a3f7055497ff37c27cd6e2138a2ca604566525343d78126c422a50e,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-demonstration-near__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,7ddfd20428e9d96eec424deb24190b678453674416172c0e45e72d861d5d634b,abc33e36189fcc8fdd49a92385ab7d11c891888b156fe48a8198d09f6f49a24b,,,36,26,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,demonstration_near,B,8ab3f8f14a3f7055497ff37c27cd6e2138a2ca604566525343d78126c422a50e,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,0e298f9c5539287a4aee308f00d06fae0435db5369802b3677455b0e2eebb113,b96f861013e2f9d5c3e39385a8d3de4c70005ba6f8e9d47512751ded7ccd5018,,,46,23,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,transverse_low_support,A,948a90e4fc07342d53de79325576d7ef82691341926e2845878902eae8aff4c7,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-a,v32_closed,drawer,successful_proposal_ledger_v1,True,False,0e298f9c5539287a4aee308f00d06fae0435db5369802b3677455b0e2eebb113,b96f861013e2f9d5c3e39385a8d3de4c70005ba6f8e9d47512751ded7ccd5018,,,36,13,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,transverse_low_support,A,948a90e4fc07342d53de79325576d7ef82691341926e2845878902eae8aff4c7,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v32_closed,cabinet,successful_proposal_ledger_v1,True,False,8f52a6416fc79bbfccbb28ae82c754afd031fe6339706667d0e14ac6647e3686,a26d8bdc5f04b21216007ab75faede6e7853e6edf96789046cd2a1b45110bca8,,,46,40,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,transverse_low_support,B,f3a9670c52d8a7d4f88f23d52c53122034a9300550401a3e21e224007a9ed5d2,True,False
stagea__drawer-closed__possession-on-table__locus-drawer-side__support-transverse-low-support__layout-b,v32_closed,drawer,successful_proposal_ledger_v1,True,False,8f52a6416fc79bbfccbb28ae82c754afd031fe6339706667d0e14ac6647e3686,a26d8bdc5f04b21216007ab75faede6e7853e6edf96789046cd2a1b45110bca8,,,36,28,1,0,0,0,0,full_trajectory_replay,closed,on_table,drawer_side,transverse_low_support,B,f3a9670c52d8a7d4f88f23d52c53122034a9300550401a3e21e224007a9ed5d2,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-a,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,ae5815ecb923df0740a6153f06904ee79c36b79f883e0c66291f910e7afcbcee,f4782f0731d2872353c5313422be96ef3c89b5d0c75ef3c0031962bcc608f94a,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,cabinet_side,demonstration_near,A,a05d2b20e031ac60cf6405073a0280c582419f30470ebea2eabb107cfe200599,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-a,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,ae5815ecb923df0740a6153f06904ee79c36b79f883e0c66291f910e7afcbcee,f4782f0731d2872353c5313422be96ef3c89b5d0c75ef3c0031962bcc608f94a,,,36,11,1,0,0,36,27,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,cabinet_side,demonstration_near,A,a05d2b20e031ac60cf6405073a0280c582419f30470ebea2eabb107cfe200599,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-b,v31_open_hard_pair,cabinet,successful_proposal_ledger_v1,True,False,2eb4b0d22aa9aafa4e19e49edc4e8e4d35082c32e16409c923c038c7f5c704f1,5dd1142170aaa57609e190bc4f35b6ba32703fe4e13f056051251bd72f19f02e,,,46,1,1,0,0,0,0,full_trajectory_replay,open,grasped,cabinet_side,demonstration_near,B,d9d24e713ac874a45266a71db5ebd798f1dab0f0d21619848110f65231ef99f1,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-b,v31_open_hard_pair,drawer,successful_proposal_ledger_v1,True,False,2eb4b0d22aa9aafa4e19e49edc4e8e4d35082c32e16409c923c038c7f5c704f1,5dd1142170aaa57609e190bc4f35b6ba32703fe4e13f056051251bd72f19f02e,,,36,2,1,0,0,0,0,full_trajectory_replay,open,grasped,cabinet_side,demonstration_near,B,d9d24e713ac874a45266a71db5ebd798f1dab0f0d21619848110f65231ef99f1,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-a,v38_factorized_promotion,cabinet,factorized_policy_free_path_v1,True,False,b9290a991e8d36ef8a048fa7a8ab441bd64948751991439ed382b4daf0eca5dc,aa90567f5fb0ddb14ec8c006f8d31cbce56dfc7b33373b43b3ad1a01f8ac284d,204.0,f8283663b953e97ac62afef0c6685c6c4e1a1b373b83a45845dc6ef29614c26c,46,0,0,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,cabinet_side,transverse_low_support,A,e800c3ac08e6c4f66486f2c6e637b22683474b6696e00d837661abab24ad4255,False,True
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-a,v38_factorized_promotion,drawer,successful_proposal_ledger_v1,True,False,b9290a991e8d36ef8a048fa7a8ab441bd64948751991439ed382b4daf0eca5dc,aa90567f5fb0ddb14ec8c006f8d31cbce56dfc7b33373b43b3ad1a01f8ac284d,,,36,10,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,cabinet_side,transverse_low_support,A,e800c3ac08e6c4f66486f2c6e637b22683474b6696e00d837661abab24ad4255,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-b,v31_open_hard_pair,cabinet,successful_proposal_ledger_v1,True,False,fcc91d98e8100c404c25cc4158b04aa61260d4049131e80556a7d336b0552c5c,f2474a7abaa38c4fd9f2212c429dc0497093bafb613fe8ddf7feac6472769e4c,,,46,1,1,0,0,0,0,full_trajectory_replay,open,grasped,cabinet_side,transverse_low_support,B,1183d736c6d74e6dc4cc4a6e153f2a66c6376aeedb2a0c1c2c82b40d9ea16c3e,True,False
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-b,v31_open_hard_pair,drawer,successful_proposal_ledger_v1,True,False,fcc91d98e8100c404c25cc4158b04aa61260d4049131e80556a7d336b0552c5c,f2474a7abaa38c4fd9f2212c429dc0497093bafb613fe8ddf7feac6472769e4c,,,36,1,1,0,0,0,0,full_trajectory_replay,open,grasped,cabinet_side,transverse_low_support,B,1183d736c6d74e6dc4cc4a6e153f2a66c6376aeedb2a0c1c2c82b40d9ea16c3e,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-a,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,29c7cc9606a36dcc6a1928593c56a43778c780c828943dd24b8c14635e94ffdc,bb764703f6daa1e67446da28928478685d3ecb79fe9269b8bcb5a55abbed811f,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,demonstration_near,A,4e50e93b0110bdc0d64763c9018d109691bc9ff8504d902267f742c65614e9cd,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-a,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,29c7cc9606a36dcc6a1928593c56a43778c780c828943dd24b8c14635e94ffdc,bb764703f6daa1e67446da28928478685d3ecb79fe9269b8bcb5a55abbed811f,,,36,12,1,0,0,36,27,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,demonstration_near,A,4e50e93b0110bdc0d64763c9018d109691bc9ff8504d902267f742c65614e9cd,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-b,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,b4d811ca95f554277a41e9bd4efeb9db6aec942ad293277a088832c9040645fa,7187adea29c58e908b6cbdfdd8c8b9bc8278fff56f17988abade8675fe4cfb63,,,46,2,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,demonstration_near,B,f4758a89bcfd9399b9c04a1f7310ab4b4efa0e645ead898a7474079e51c9a3b5,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-demonstration-near__layout-b,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,b4d811ca95f554277a41e9bd4efeb9db6aec942ad293277a088832c9040645fa,7187adea29c58e908b6cbdfdd8c8b9bc8278fff56f17988abade8675fe4cfb63,,,36,7,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,demonstration_near,B,f4758a89bcfd9399b9c04a1f7310ab4b4efa0e645ead898a7474079e51c9a3b5,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-a,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,e01e1ab4e9e3b1ad00ce321f3b6cb67649ee133f1d66627b18de93dbe1fa5ef2,e5a0cfb5cf78da979f37b85f0ab23f67017e39ddaf98819b06e9e933b824b340,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,transverse_low_support,A,dd94392eaeb45fa6cc4bac0a4ed3517df85520d93aa7ed13b3c86a27a896c430,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-a,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,e01e1ab4e9e3b1ad00ce321f3b6cb67649ee133f1d66627b18de93dbe1fa5ef2,e5a0cfb5cf78da979f37b85f0ab23f67017e39ddaf98819b06e9e933b824b340,,,36,10,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,transverse_low_support,A,dd94392eaeb45fa6cc4bac0a4ed3517df85520d93aa7ed13b3c86a27a896c430,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-b,v37_open_grasped_completion,cabinet,successful_proposal_ledger_v1,True,False,dbf230123a9d800f18146c7d1a94c0800f89135e0515810860acdc4565376bfe,44829bc71e2294b11610cb13cf438bfc49475ea63aaffbb2b07b5f7922cd52b0,,,46,2,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,transverse_low_support,B,14a36d126490a505cf9d55bd24b7c87ce816ae2d69a1ccc09c99d7f575b830a8,True,False
stagea__drawer-open__possession-grasped__locus-drawer-side__support-transverse-low-support__layout-b,v37_open_grasped_completion,drawer,successful_proposal_ledger_v1,True,False,dbf230123a9d800f18146c7d1a94c0800f89135e0515810860acdc4565376bfe,44829bc71e2294b11610cb13cf438bfc49475ea63aaffbb2b07b5f7922cd52b0,,,36,8,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,drawer_side,transverse_low_support,B,14a36d126490a505cf9d55bd24b7c87ce816ae2d69a1ccc09c99d7f575b830a8,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-a,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,4beda379809b96d4a1eec82c742aa7f818e892ea61e666cb33a0b0a8147874d4,2a9f1a8baa86ac0a9182b5ab925ec96d6a40d1d679fbfb2673a0e12e0fe8c7b3,,,46,1,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,demonstration_near,A,0ccfffb3c38f45dbcda347baca0342a2641c3498d30e9ad389c8f71384ee8eae,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-a,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,4beda379809b96d4a1eec82c742aa7f818e892ea61e666cb33a0b0a8147874d4,2a9f1a8baa86ac0a9182b5ab925ec96d6a40d1d679fbfb2673a0e12e0fe8c7b3,,,36,10,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,demonstration_near,A,0ccfffb3c38f45dbcda347baca0342a2641c3498d30e9ad389c8f71384ee8eae,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v35_open_completion,cabinet,successful_proposal_ledger_v1,True,False,8d6749f74112e31ba612a079fb0a61a625ad1f859df7d338386dc2395839ae97,ef20f726d8f3b2cfb2f720095a13c8f50acda61b0c3d287a6643caa78c2e3eee,,,46,4,1,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,demonstration_near,B,dffa908750e45560530e65a98d53ce72aaa16f1044b001d67c70a5990e7f2e6d,True,False
stagea__drawer-open__possession-on-table__locus-cabinet-side__support-demonstration-near__layout-b,v35_open_completion,drawer,successful_proposal_ledger_v1,True,False,8d6749f74112e31ba612a079fb0a61a625ad1f859df7d338386dc2395839ae97,ef20f726d8f3b2cfb2f720095a13c8f50acda61b0c3d287a6643caa78c2e3eee,,,36,9,1,0,0,36,26,action_intrinsic_pregrasp_bowl_registered_v1,open,on_table,cabinet_side,demonstration_near,B,dffa908750e45560530e65a98d53ce72aaa16f1044b001d67c70a5990e7f2e6d,True,False
