state_id,env_step,query_kind,scope,standardized_rmse,raw_rmse,max_abs_difference,training_episode_index,training_start_frame,training_task_index,training_instruction,candidate_state_standardized_rmse
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_101,alternate_goal_task,0.7494333982467651,0.35990849983214046,2.047055721282959,601,6,18,put the bowl on top of the cabinet,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_101,other_tasks,0.4636051654815674,0.2406445016488639,1.920354962348938,179,249,6,put both moka pots on the stove,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_101,same_task_state_top128,0.7683781981468201,0.464757664326457,2.076216220855713,711,105,12,open the top drawer and put the bowl inside,0.12808085978031158
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_202,same_task,0.5227630734443665,0.3111249617372462,1.9254738092422485,414,23,12,open the top drawer and put the bowl inside,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_202,alternate_goal_task,0.7926319241523743,0.3471668493716718,2.0567076206207275,601,3,18,put the bowl on top of the cabinet,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_202,other_tasks,0.5295991897583008,0.32014849123135425,1.9254738092422485,179,249,6,put both moka pots on the stove,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_202,same_task_state_top128,0.7416496872901917,0.41231839179324403,2.0663042068481445,711,109,12,open the top drawer and put the bowl inside,0.09103766083717346
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_303,same_task,0.4790817201137543,0.2365563352076054,1.9220926761627197,414,22,12,open the top drawer and put the bowl inside,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_303,alternate_goal_task,0.7798581719398499,0.3836224561616379,2.07209849357605,601,5,18,put the bowl on top of the cabinet,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_303,other_tasks,0.4780851900577545,0.2501080194519688,1.9220926761627197,179,249,6,put both moka pots on the stove,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_303,same_task_state_top128,0.7730657458305359,0.45461721409879224,2.0535836219787598,711,106,12,open the top drawer and put the bowl inside,0.11414261162281036
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_404,same_task,0.49494627118110657,0.26089693695004607,1.926462173461914,414,23,12,open the top drawer and put the bowl inside,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_404,alternate_goal_task,0.7626876831054688,0.44755714349336595,2.0613174438476562,601,9,18,put the bowl on top of the cabinet,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_404,other_tasks,0.46075427532196045,0.2625737237760575,1.926462173461914,316,228,6,put both moka pots on the stove,
libero_goal_task03_ep001_seed1_step0100,100,proposal_seed_404,same_task_state_top128,0.7904072403907776,0.46765014041307074,2.0569610595703125,711,108,12,open the top drawer and put the bowl inside,0.09526532888412476
libero_goal_task03_ep001_seed1_step0100,100,rollout_future,same_task,0.2823564410209656,0.06777167261223317,0.3020962178707123,614,98,12,open the top drawer and put the bowl inside,
libero_goal_task03_ep001_seed1_step0100,100,rollout_future,alternate_goal_task,0.5658522844314575,0.22498919602911527,2.0026352405548096,638,13,18,put the bowl on top of the cabinet,
libero_goal_task03_ep001_seed1_step0100,100,rollout_future,other_tasks,0.5280651450157166,0.1662401659932588,0.6347510814666748,47,52,9,pick up the book and place it in the back compartment of the caddy,
libero_goal_task03_ep001_seed1_step0100,100,rollout_future,same_task_state_top128,0.33739563822746277,0.12969673207205426,1.97248113155365,624,100,12,open the top drawer and put the bowl inside,0.12649163603782654
